Два мира,Фантастика,Мелодрама,Альтернативная реальность,Новинки (2020–2025),6.3
Планета обезьян: Революция,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.8
Коридор бессмертия,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.7
Риддик,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.8
Филадельфийский эксперимент,Фантастика,Триллер,Альтернативная реальность,Классика (до 2000 года),6.9
Побег из Нью-Йорка,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),7.5
Обитаемый остров,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.0
Запрещенная реальность,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),4.6
Она,Фантастика,Мелодрама,Альтернативная реальность,Современное кино (2000–2020),7.9
Виктор Франкенштейн,Фантастика,Ужасы,Альтернативная реальность,Современное кино (2000–2020),6.2
Искусственный разум,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),7.4
Фантастическая четверка: Вторжение Серебряного серфера,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),5.9
Чужой: Завет,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),6.4
Звездные войны: Эпизод 2 — Атака клонов,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.7
День независимости: Возрождение,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),3.9
Предчувствие,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),6.4
Врата Штейна: Дежавю,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),8.4
Континуум,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),7.9
Планета Ка-Пэкс,Фантастика,Драма,Космическая,Современное кино (2000–2020),7.9
Эффект бабочки 2,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),5.9
Обитель зла 3,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.4
Метеор – убийца,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),6.3
Люди Икс: Дни минувшего будущего,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.4
Особь 2,Фантастика,Ужасы,Космическая,Классика (до 2000 года),3.4
Аномалия,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.3
Монстры,Фантастика,Ужасы,Постапокалипсис,Современное кино (2000–2020),6.4
Доктор Стрэндж: В мультивселенной безумия,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.9
Эволюция,Фантастика,Комедия,Космическая,Современное кино (2000–2020),6.7
Гренландия,Фантастика,Боевик (Экшен),Постапокалипсис,Новинки (2020–2025),6.4
Последние дни на Марсе,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),5.5
Робокоп 2,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),6.6
Вторжение,Фантастика,Боевик (Экшен),Космическая,Новинки (2020–2025),4.8
Черновик,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.7
Нирвана,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),6.7
Война миров: Вторжение,Фантастика,Боевик (Экшен),Космическая,Новинки (2020–2025),5.3
Марс Экспресс,Фантастика,Детектив,Космическая,Новинки (2020–2025),7.7
За пределами Вселенной,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),8.5
Радиоволна,Фантастика,Детектив,Альтернативная реальность,Классика (до 2000 года),7.6
Звездный путь 2: Гнев Хана,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),8.1
Алита: Боевой ангел,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),7.4
Кибер,Фантастика,Боевик (Экшен),Киберпанк,Новинки (2020–2025),5.9
Случай в квадрате 36-80,Фантастика,Комедия,Космическая,Классика (до 2000 года),7.3
Вторжение динозавра,Фантастика,Боевик (Экшен),Постапокалипсис,Новинки (2020–2025),3.4
Скайлайн,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),5.1
Звездные войны: Эпизод 1 - Скрытая угроза,Фантастика,Приключения,Космическая,Классика (до 2000 года),7.6
Обитель зла: Возмездие,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),5.4
Время,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.9
Сквозь снег,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.2
Футурама: Зверь с миллиардом спин,Фантастика,Комедия,Космическая,Современное кино (2000–2020),8.0
Патэма наоборот,Фантастика,Приключения,Альтернативная реальность,Современное кино (2000–2020),7.7
Восхождение Юпитер,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.0
Прометей,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),7.0
Грань будущего,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),7.9
Отроки во вселенной,Фантастика,Драма,Постапокалипсис,Новинки (2020–2025),6.5
Хроники мутантов,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),5.2
Хакеры,Фантастика,Триллер,Киберпанк,Классика (до 2000 года),7.2
Гольфстрим под айсбергом,Фантастика,Драма,Постапокалипсис,Современное кино (2000–2020),5.4
Ковбой Бибоп,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),8.6
Донни Дарко,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),7.9
Птичий короб,Фантастика,Ужасы,Постапокалипсис,Современное кино (2000–2020),6.7
Путешествие времени,Фантастика,Мелодрама,Альтернативная реальность,Современное кино (2000–2020),7.8
Через тернии к звездам,Фантастика,Приключения,Космическая,Классика (до 2000 года),7.4
Миссия на Марс,Фантастика,Приключения,Космическая,Современное кино (2000–2020),6.6
Годзилла 2: Король монстров,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.5
Метрополис,Фантастика,Драма,Киберпанк,Классика (до 2000 года),7.9
Спектральный,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),5.8
Машина,Фантастика,Триллер,Киберпанк,Современное кино (2000–2020),6.6
Код 8,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.7
Солярис,Фантастика,Драма,Космическая,Классика (до 2000 года),8.0
Поколение Вояджер,Фантастика,Триллер,Космическая,Новинки (2020–2025),5.9
Я — Четвертый,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.1
Звездный путь,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.7
Трон,Фантастика,Боевик (Экшен),Альтернативная реальность,Классика (до 2000 года),7.6
Куб Зеро,Фантастика,Ужасы,Альтернативная реальность,Современное кино (2000–2020),6.5
Луна,Фантастика,Драма,Космическая,Современное кино (2000–2020),7.9
Матрица: Революция,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),7.4
Акира,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),8.2
За гранью,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),6.2
Темный город,Фантастика,Триллер,Альтернативная реальность,Классика (до 2000 года),7.6
Новая Земля,Фантастика,Драма,Космическая,Новинки (2020–2025),6.7
Стражи Галактики,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),8.0
Воспоминания,Фантастика,Драма,Космическая,Классика (до 2000 года),7.7
Во власти Луны,Фантастика,Боевик (Экшен),Космическая,Новинки (2020–2025),5.1
Армагеддон,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),7.4
Стражи Галактики. Часть 2,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.7
Скольжение,Фантастика,Триллер,Альтернативная реальность,Новинки (2020–2025),6.1
Обитаемый остров: Схватка,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.0
Пассажиры,Фантастика,Мелодрама,Космическая,Современное кино (2000–2020),6.9
5-я волна,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),5.8
После пробуждения,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),6.9
Куб,Фантастика,Триллер,Альтернативная реальность,Классика (до 2000 года),7.1
Следопыт,Фантастика,Боевик (Экшен),Постапокалипсис,Новинки (2020–2025),5.7
Гиперболоид инженера Гарина,Фантастика,Боевик (Экшен),Другое,Классика (до 2000 года),6.9
Годзилла,Фантастика,Ужасы,Постапокалипсис,Классика (до 2000 года),7.9
Зеркало для героя,Фантастика,Приключения,Альтернативная реальность,Классика (до 2000 года),7.7
Множество,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),6.3
Легион,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.1
Я - легенда,Фантастика,Ужасы,Постапокалипсис,Современное кино (2000–2020),6.9
Жизнь,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),6.7
Куб 2: Гиперкуб,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),5.8
Феномен,Фантастика,Драма,Альтернативная реальность,Классика (до 2000 года),7.5
Жена путешественника во времени,Фантастика,Мелодрама,Альтернативная реальность,Современное кино (2000–2020),7.4
Добро пожаловать в рай,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),6.1
Мир Дикого Запада,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),8.0
Гаттака,Фантастика,Драма,Альтернативная реальность,Классика (до 2000 года),7.9
Парадокс Кловерфилда,Фантастика,Ужасы,Альтернативная реальность,Современное кино (2000–2020),5.4
Другой мир 2: Эволюция,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.5
Звездные Войны: Эпизод III - Месть ситхов,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),8.0
Открой глаза,Фантастика,Триллер,Альтернативная реальность,Классика (до 2000 года),7.8
Звездный путь: Первый контакт,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),7.8
Тихая ночь,Фантастика,Драма,Постапокалипсис,Новинки (2020–2025),6.2
Звездные войны: Эпизод 3 - Месть Ситхов,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),8.0
Звездные войны: Эпизод 6 — Возвращение Джедая,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),8.4
Завод,Фантастика,Триллер,Киберпанк,Современное кино (2000–2020),5.9
Призрак в доспехах 2: Невинность,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),7.8
Киборг,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),5.7
Флешбэк,Фантастика,Триллер,Альтернативная реальность,Новинки (2020–2025),5.9
Звездные Войны: Войны клонов,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.8
Хроника,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),7.1
Ловец снов,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),5.5
Первые на Луне,Фантастика,Детектив,Космическая,Современное кино (2000–2020),6.9
Тайна 7 сестер,Фантастика,Триллер,Постапокалипсис,Современное кино (2000–2020),7.3
Терминатор 2 - 3D,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),8.5
Каин XVIII,Фантастика,Триллер,Киберпанк,Новинки (2020–2025),5.9
Эон Флакс,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.4
Потерянное Рождество,Фантастика,Драма,Постапокалипсис,Современное кино (2000–2020),7.1
Терминатор: Да придет спаситель,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.6
Джон Картер,Фантастика,Приключения,Космическая,Современное кино (2000–2020),6.6
Круг,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),6.1
Вступление,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),8.3
Телепорт,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.2
Притяжение,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.4
Бездна,Фантастика,Боевик (Экшен),Другое,Классика (до 2000 года),7.8
Небо падших,Фантастика,Боевик (Экшен),Постапокалипсис,Новинки (2020–2025),6.4
Атака Титанов. Фильм второй: Конец света,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),5.9
Человек-Паук: Паутина Вселенных,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),8.6
Первому игроку приготовиться,Фантастика,Приключения,Постапокалипсис,Современное кино (2000–2020),7.4
Все везде и сразу,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),8.6
Пришельцы,Фантастика,Ужасы,Космическая,Классика (до 2000 года),8.3
Тринадцатый этаж,Фантастика,Триллер,Альтернативная реальность,Классика (до 2000 года),7.3
Доктор Кто: Мужья Ривер Сонг,Фантастика,Приключения,Космическая,Современное кино (2000–2020),8.3
Мистериум. Начало,Фантастика,Детектив,Альтернативная реальность,Новинки (2020–2025),6.4
Назад в будущее,Фантастика,Комедия,Альтернативная реальность,Классика (до 2000 года),8.3
Мир Юрского периода 2,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.3
Заново родиться,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.7
Робо,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),6.7
Комната желаний,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),6.4
Вирус,Фантастика,Ужасы,Космическая,Классика (до 2000 года),5.6
Параллельный мир,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),6.1
Завоевание планеты обезьян,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),7.2
Побеждая время,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.8
Параллельные миры,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),6.9
Мерцающий,Фантастика,Ужасы,Альтернативная реальность,Современное кино (2000–2020),7.0
Зеленый Фонарь,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),5.9
Петля времени,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),7.5
Темное зеркало,Фантастика,Триллер,Киберпанк,Современное кино (2000–2020),8.3
Район №9,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),8.0
Воспоминания о будущем,Фантастика,Мелодрама,Альтернативная реальность,Современное кино (2000–2020),6.4
Влечение,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.4
Космический пират Харлок,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.1
Тихоокеанский рубеж,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),7.1
Заводной апельсин,Фантастика,Криминал,Альтернативная реальность,Классика (до 2000 года),8.3
Близкие контакты третьей степени,Фантастика,Драма,Космическая,Классика (до 2000 года),7.9
Ева,Фантастика,Драма,Киберпанк,Современное кино (2000–2020),6.9
Хронос,Фантастика,Драма,Альтернативная реальность,Классика (до 2000 года),7.3
На границе миров,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.3
Кокон,Фантастика,Драма,Альтернативная реальность,Классика (до 2000 года),7.6
Зои,Фантастика,Мелодрама,Альтернативная реальность,Современное кино (2000–2020),6.3
Война миров Z,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.8
Параграф 78: Фильм первый,Фантастика,Триллер,Космическая,Современное кино (2000–2020),6.7
Путешествие на край Вселенной,Фантастика,Приключения,Космическая,Современное кино (2000–2020),7.3
12 обезьян,Фантастика,Триллер,Постапокалипсис,Классика (до 2000 года),7.9
Новая жизнь,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),6.3
Искусственный интеллект. Доступ неограничен,Фантастика,Драма,Киберпанк,Современное кино (2000–2020),7.1
Дальний космос,Фантастика,Ужасы,Космическая,Новинки (2020–2025),3.7
Временная связь,Фантастика,Мелодрама,Альтернативная реальность,Новинки (2020–2025),6.4
Заговор Оберона,Фантастика,Триллер,Киберпанк,Новинки (2020–2025),6.3
Пиджак,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),7.6
Чужие,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),8.3
Королевство кривых зеркал,Фантастика,Семейный,Альтернативная реальность,Классика (до 2000 года),7.3
Война будущего,Фантастика,Военный,Постапокалипсис,Новинки (2020–2025),6.6
Аванпост,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),5.9
2067: Петля времени,Фантастика,Триллер,Постапокалипсис,Новинки (2020–2025),5.7
Робокоп 3,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),4.4
Звездный путь 4: Дорога домой,Фантастика,Приключения,Космическая,Классика (до 2000 года),7.7
Безумный Макс 3: Под куполом грома,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),7.3
Бразилия,Фантастика,Комедия,Киберпанк,Классика (до 2000 года),7.9
Черная дыра,Фантастика,Приключения,Космическая,Классика (до 2000 года),6.7
Красная планета,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),5.7
Изгой-Один. Звёздные Войны: Истории,Фантастика,Военный,Космическая,Современное кино (2000–2020),7.9
Голодные игры,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.7
Бессмертные: Война миров,Фантастика,Боевик (Экшен),Космическая,Новинки (2020–2025),3.7
Начало,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),8.3
Мертвая зона,Фантастика,Ужасы,Альтернативная реальность,Классика (до 2000 года),7.3
Бамблби,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.6
Робот по имени Чаппи,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),6.8
Бесконечность,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),5.1
Последняя фантазия,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.7
Навсикая из долины Ветров,Фантастика,Фэнтези,Постапокалипсис,Классика (до 2000 года),8.2
Аватар: Путь воды,Фантастика,Приключения,Альтернативная реальность,Новинки (2020–2025),7.9
Слияние двух лун,Фантастика,Мелодрама,Космическая,Новинки (2020–2025),6.3
Облачный атлас,Фантастика,Драма,Постапокалипсис,Современное кино (2000–2020),7.8
Ведьмина гора,Фантастика,Приключения,Космическая,Современное кино (2000–2020),6.6
Астробой,Фантастика,Семейный,Киберпанк,Современное кино (2000–2020),6.2
Помешанный на времени,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.7
Робот,Фантастика,Боевик (Экшен),Киберпанк,Современное кино (2000–2020),7.4
Космические ковбои,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.3
2001 год: Космическая одиссея,Фантастика,Драма,Космическая,Классика (до 2000 года),8.4
Дети моря,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),7.4
Заражение,Фантастика,Триллер,Постапокалипсис,Современное кино (2000–2020),7.3
Новая эра Z,Фантастика,Боевик (Экшен),Постапокалипсис,Новинки (2020–2025),4.6
Водная жизнь,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),6.4
Это твой день,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),8.1
Человек-амфибия,Фантастика,Приключения,Другое,Классика (до 2000 года),7.9
Виртуозность,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),6.6
Люди Икс: Темный Феникс,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),5.9
Чужой,Фантастика,Ужасы,Космическая,Классика (до 2000 года),8.1
Бегущий по лезвию,Фантастика,Детектив,Киберпанк,Классика (до 2000 года),8.1
Незнайка на Луне 2,Фантастика,Комедия,Космическая,Новинки (2020–2025),6.2
Ассасин: Битва миров,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.2
Все по новой,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.9
ВАЛЛ-И,Фантастика,Семейный,Постапокалипсис,Современное кино (2000–2020),8.0
Трудно быть богом,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),6.7
Разделитель,Фантастика,Триллер,Альтернативная реальность,Новинки (2020–2025),5.3
Люди в черном 3,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.8
Звездные войны: Эпизод 5 — Империя наносит ответный удар,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),8.7
Пуленепробиваемый,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),7.6
"Дивергент, глава 2: Инсургент",Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.3
Контакт,Фантастика,Драма,Космическая,Классика (до 2000 года),7.9
Астроскоп. Смотрим на звезды,Фантастика,Семейный,Космическая,Новинки (2020–2025),6.7
Я создан для тебя,Фантастика,Мелодрама,Альтернативная реальность,Новинки (2020–2025),6.6
Последняя фантазия 7: Дети пришествия,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.7
Робокоп,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),7.9
00:10,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),7.1
Интерстеллар,Фантастика,Драма,Космическая,Современное кино (2000–2020),8.6
Фантастическая четверка,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.4
Вымирание,Фантастика,Триллер,Постапокалипсис,Современное кино (2000–2020),5.3
Проект «Адам»,Фантастика,Боевик (Экшен),Альтернативная реальность,Новинки (2020–2025),6.8
Облако,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),7.7
Вивариум,Фантастика,Ужасы,Альтернативная реальность,Современное кино (2000–2020),6.4
Гравитация,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),8.1
К звездам,Фантастика,Драма,Космическая,Современное кино (2000–2020),7.2
Четвертый,Фантастика,Боевик (Экшен),Киберпанк,Новинки (2020–2025),6.1
Хан Соло. Звездные войны: Истории,Фантастика,Приключения,Космическая,Современное кино (2000–2020),7.1
Области тьмы,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),7.6
Чужие среди нас,Фантастика,Боевик (Экшен),Альтернативная реальность,Классика (до 2000 года),7.3
Кислород,Фантастика,Триллер,Альтернативная реальность,Новинки (2020–2025),6.9
Послезавтра,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),7.1
Внеземное эхо,Фантастика,Триллер,Космическая,Новинки (2020–2025),6.7
Власть огня,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.6
Остров доктора Моро,Фантастика,Ужасы,Постапокалипсис,Классика (до 2000 года),5.4
Бегущий в лабиринте: Испытания огнем,Фантастика,Боевик (Экшен),Постапокалипсис,Современное кино (2000–2020),6.8
Звездные войны: Войны клонов,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.4
Призрак в доспехах,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),7.9
Звездные войны: Скайуокер. Восход,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),6.8
Судья Дредд,Фантастика,Боевик (Экшен),Постапокалипсис,Классика (до 2000 года),6.7
Предел риска,Фантастика,Триллер,Альтернативная реальность,Современное кино (2000–2020),7.9
Шестой элемент,Фантастика,Боевик (Экшен),Космическая,Классика (до 2000 года),7.7
Человек из будущего,Фантастика,Триллер,Альтернативная реальность,Новинки (2020–2025),6.1
Оставленные,Фантастика,Триллер,Постапокалипсис,Современное кино (2000–2020),4.9
Матрица,Фантастика,Боевик (Экшен),Киберпанк,Классика (до 2000 года),8.0
Аквариум,Фантастика,Драма,Альтернативная реальность,Новинки (2020–2025),6.4
Терминатор: Генезис,Фантастика,Боевик (Экшен),Альтернативная реальность,Современное кино (2000–2020),6.1
Фонтан,Фантастика,Драма,Альтернативная реальность,Современное кино (2000–2020),7.6
Пандорум,Фантастика,Ужасы,Космическая,Современное кино (2000–2020),6.7
Райские холмы,Фантастика,Ужасы,Альтернативная реальность,Современное кино (2000–2020),6.3
Миссия «Серенити»,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),8.1
Назад во времени,Фантастика,Приключения,Альтернативная реальность,Классика (до 2000 года),8.3
Футурама: В дикую зеленую даль,Фантастика,Комедия,Космическая,Современное кино (2000–2020),7.6
Я — легенда,Фантастика,Ужасы,Постапокалипсис,Современное кино (2000–2020),6.9
Звездные врата: Континуум,Фантастика,Боевик (Экшен),Космическая,Современное кино (2000–2020),7.4
Z — значит Захария,Фантастика,Драма,Постапокалипсис,Современное кино (2000–2020),6.5
